FoodPreference,RoomType,Price,SportsActivity,WellnessActivity
Vegetarian,Suite,12500,Yoga,Spa
Keto,Deluxe,5000,Yoga,Massage
Vegan,Standard,10000,Cycling,Spa
Non-Vegetarian,Standard,10000,Golf,Sauna
Pescatarian,Suite,12500,Cycling,Sauna
Pescatarian,Suite,12500,Yoga,Spa
Vegetarian,Standard,10000,Yoga,Spa
Pescatarian,Standard,10000,Cycling,Hot Tub
Keto,Deluxe,5000,Yoga,Gym
Keto,Standard,10000,Tennis,Hot Tub
Keto,Economy,2500,Tennis,Spa
Vegan,Deluxe,5000,Golf,Spa
Non-Vegetarian,Economy,2500,Yoga,Hot Tub
Gluten-Free,Standard,10000,Golf,Spa
Vegetarian,Economy,2500,Yoga,Sauna
Non-Vegetarian,Standard,10000,Golf,Sauna
Keto,Deluxe,5000,Tennis,Sauna
Vegan,Suite,12500,Cycling,Massage
Pescatarian,Standard,10000,Golf,Gym
Vegetarian,Standard,10000,Cycling,Gym
Non-Vegetarian,Suite,12500,Swimming,Sauna
Keto,Suite,12500,Yoga,Hot Tub
Keto,Deluxe,5000,Yoga,Sauna
Vegan,Standard,10000,Yoga,Hot Tub
Vegan,Deluxe,5000,Yoga,Massage
Keto,Deluxe,5000,Yoga,Spa
Pescatarian,Standard,10000,Cycling,Hot Tub
Pescatarian,Suite,12500,Swimming,Gym
Vegetarian,Suite,12500,Yoga,Sauna
Vegan,Deluxe,5000,Yoga,Massage
Vegan,Economy,2500,Tennis,Gym
Non-Vegetarian,Economy,2500,Yoga,Hot Tub
Keto,Economy,2500,Cycling,Spa
Keto,Deluxe,5000,Swimming,Spa
Keto,Suite,12500,Tennis,Gym
Vegetarian,Deluxe,5000,Golf,Hot Tub
Non-Vegetarian,Standard,10000,Swimming,Gym
Non-Vegetarian,Standard,10000,Tennis,Sauna
Vegan,Deluxe,5000,Tennis,Gym
Keto,Deluxe,5000,Tennis,Massage
Non-Vegetarian,Standard,10000,Yoga,Hot Tub
Vegan,Deluxe,5000,Golf,Hot Tub
Gluten-Free,Suite,12500,Golf,Massage
Vegetarian,Deluxe,5000,Cycling,Massage
Non-Vegetarian,Suite,12500,Tennis,Spa
Vegan,Deluxe,5000,Swimming,Spa
Vegan,Standard,10000,Cycling,Gym
Non-Vegetarian,Deluxe,5000,Tennis,Hot Tub
Pescatarian,Suite,12500,Swimming,Gym
Non-Vegetarian,Standard,10000,Yoga,Sauna
Gluten-Free,Standard,10000,Swimming,Spa
Vegan,Deluxe,5000,Tennis,Gym
Pescatarian,Economy,2500,Swimming,Hot Tub
Keto,Economy,2500,Cycling,Gym
Gluten-Free,Economy,2500,Yoga,Gym
Keto,Deluxe,5000,Cycling,Spa
Keto,Deluxe,5000,Swimming,Sauna
Non-Vegetarian,Deluxe,5000,Cycling,Sauna
Gluten-Free,Deluxe,5000,Yoga,Massage
Non-Vegetarian,Suite,12500,Tennis,Massage
Vegan,Suite,12500,Swimming,Sauna
Vegan,Suite,12500,Tennis,Massage
Vegetarian,Economy,2500,Yoga,Sauna
Gluten-Free,Standard,10000,Swimming,Massage
Pescatarian,Suite,12500,Tennis,Massage
Vegetarian,Suite,12500,Swimming,Sauna
Vegan,Economy,2500,Golf,Spa
Pescatarian,Deluxe,5000,Cycling,Massage
Keto,Standard,10000,Tennis,Massage
Keto,Deluxe,5000,Tennis,Hot Tub
Keto,Deluxe,5000,Cycling,Gym
Keto,Standard,10000,Golf,Sauna
Vegetarian,Standard,10000,Yoga,Hot Tub
Vegan,Economy,2500,Golf,Spa
Vegetarian,Economy,2500,Swimming,Spa
Pescatarian,Deluxe,5000,Cycling,Sauna
Gluten-Free,Economy,2500,Yoga,Massage
Pescatarian,Standard,10000,Swimming,Gym
Gluten-Free,Economy,2500,Yoga,Hot Tub
Keto,Standard,10000,Swimming,Sauna
Non-Vegetarian,Deluxe,5000,Swimming,Spa
Gluten-Free,Deluxe,5000,Golf,Sauna
Vegan,Deluxe,5000,Cycling,Sauna
Gluten-Free,Standard,10000,Yoga,Massage
Vegetarian,Deluxe,5000,Cycling,Spa
Vegetarian,Standard,10000,Tennis,Sauna
Gluten-Free,Suite,12500,Tennis,Hot Tub
Keto,Economy,2500,Tennis,Gym
Vegan,Standard,10000,Golf,Gym
Keto,Economy,2500,Tennis,Sauna
Vegan,Deluxe,5000,Cycling,Hot Tub
Gluten-Free,Deluxe,5000,Golf,Massage
Pescatarian,Standard,10000,Yoga,Sauna
Keto,Economy,2500,Cycling,Spa
Non-Vegetarian,Suite,12500,Golf,Massage
Vegetarian,Deluxe,5000,Swimming,Massage
Keto,Deluxe,5000,Golf,Gym
Vegetarian,Economy,2500,Yoga,Massage
Vegetarian,Deluxe,5000,Cycling,Spa
Vegan,Suite,12500,Golf,Gym
Non-Vegetarian,Standard,10000,Tennis,Massage
Pescatarian,Suite,12500,Tennis,Hot Tub
Vegetarian,Deluxe,5000,Golf,Hot Tub
Non-Vegetarian,Deluxe,5000,Swimming,Massage
Gluten-Free,Economy,2500,Swimming,Massage
Keto,Deluxe,5000,Golf,Hot Tub
Pescatarian,Deluxe,5000,Tennis,Sauna
Keto,Economy,2500,Yoga,Sauna
Vegetarian,Suite,12500,Cycling,Spa
Non-Vegetarian,Economy,2500,Cycling,Hot Tub
Pescatarian,Standard,10000,Yoga,Gym
Pescatarian,Economy,2500,Tennis,Spa
Vegetarian,Economy,2500,Tennis,Sauna
Pescatarian,Deluxe,5000,Swimming,Massage
Keto,Suite,12500,Yoga,Sauna
Non-Vegetarian,Standard,10000,Tennis,Gym
Vegan,Economy,2500,Yoga,Sauna
Gluten-Free,Deluxe,5000,Tennis,Gym
Gluten-Free,Deluxe,5000,Yoga,Spa
Vegan,Economy,2500,Yoga,Sauna
Vegetarian,Deluxe,5000,Swimming,Sauna
Vegan,Standard,10000,Golf,Massage
Keto,Standard,10000,Swimming,Sauna
Pescatarian,Standard,10000,Cycling,Gym
Non-Vegetarian,Deluxe,5000,Swimming,Sauna
Keto,Suite,12500,Swimming,Massage
Non-Vegetarian,Suite,12500,Cycling,Gym
Vegan,Deluxe,5000,Cycling,Gym
Keto,Suite,12500,Swimming,Sauna
Vegan,Standard,10000,Tennis,Hot Tub
Vegan,Suite,12500,Swimming,Massage
Pescatarian,Deluxe,5000,Golf,Sauna
Vegetarian,Deluxe,5000,Yoga,Hot Tub
Gluten-Free,Standard,10000,Yoga,Sauna
Keto,Economy,2500,Cycling,Hot Tub
Non-Vegetarian,Suite,12500,Tennis,Hot Tub
Vegan,Deluxe,5000,Cycling,Hot Tub
Pescatarian,Standard,10000,Tennis,Gym
Gluten-Free,Deluxe,5000,Golf,Gym
Gluten-Free,Suite,12500,Cycling,Gym
Non-Vegetarian,Suite,12500,Tennis,Gym
Non-Vegetarian,Suite,12500,Tennis,Hot Tub
Keto,Standard,10000,Cycling,Sauna
Vegan,Deluxe,5000,Tennis,Massage
Keto,Economy,2500,Swimming,Massage
Vegetarian,Deluxe,5000,Swimming,Gym
Gluten-Free,Suite,12500,Swimming,Sauna
Pescatarian,Standard,10000,Tennis,Sauna
Vegetarian,Suite,12500,Golf,Massage
Vegan,Deluxe,5000,Swimming,Spa
Non-Vegetarian,Deluxe,5000,Yoga,Sauna
Non-Vegetarian,Economy,2500,Cycling,Hot Tub
Non-Vegetarian,Standard,10000,Golf,Massage
Vegan,Standard,10000,Tennis,Sauna
Vegan,Suite,12500,Cycling,Gym
Pescatarian,Economy,2500,Cycling,Sauna
Non-Vegetarian,Deluxe,5000,Swimming,Gym
Gluten-Free,Suite,12500,Yoga,Sauna
Pescatarian,Deluxe,5000,Golf,Sauna
Non-Vegetarian,Deluxe,5000,Swimming,Hot Tub
Keto,Suite,12500,Swimming,Gym
Vegetarian,Standard,10000,Tennis,Gym
Vegan,Standard,10000,Golf,Massage
Pescatarian,Economy,2500,Tennis,Spa
Pescatarian,Economy,2500,Swimming,Massage
Non-Vegetarian,Economy,2500,Yoga,Massage
Gluten-Free,Economy,2500,Cycling,Sauna
Non-Vegetarian,Suite,12500,Cycling,Spa
Keto,Economy,2500,Swimming,Gym
Pescatarian,Deluxe,5000,Yoga,Spa
Keto,Economy,2500,Golf,Hot Tub
Vegan,Economy,2500,Tennis,Spa
Gluten-Free,Standard,10000,Golf,Spa
Keto,Deluxe,5000,Swimming,Spa
Keto,Standard,10000,Golf,Sauna
Vegan,Deluxe,5000,Cycling,Spa
Pescatarian,Standard,10000,Tennis,Gym
Gluten-Free,Economy,2500,Yoga,Hot Tub
Pescatarian,Deluxe,5000,Yoga,Spa
Vegetarian,Deluxe,5000,Swimming,Massage
Vegan,Standard,10000,Swimming,Hot Tub
Gluten-Free,Standard,10000,Golf,Hot Tub
Vegetarian,Suite,12500,Golf,Gym
Vegetarian,Standard,10000,Cycling,Hot Tub
Gluten-Free,Suite,12500,Swimming,Massage
Pescatarian,Standard,10000,Golf,Sauna
Vegetarian,Standard,10000,Yoga,Spa
Vegetarian,Suite,12500,Cycling,Spa
Non-Vegetarian,Suite,12500,Golf,Hot Tub
Non-Vegetarian,Economy,2500,Swimming,Gym
Vegetarian,Suite,12500,Tennis,Massage
Non-Vegetarian,Suite,12500,Yoga,Spa
Vegan,Economy,2500,Swimming,Massage
Pescatarian,Economy,2500,Yoga,Gym
Gluten-Free,Suite,12500,Golf,Hot Tub
Gluten-Free,Deluxe,5000,Yoga,Sauna
Pescatarian,Deluxe,5000,Swimming,Sauna
Keto,Standard,10000,Cycling,Massage
Pescatarian,Standard,10000,Swimming,Sauna
Gluten-Free,Standard,10000,Tennis,Hot Tub
Keto,Economy,2500,Tennis,Spa
Vegetarian,Standard,10000,Yoga,Sauna
Keto,Suite,12500,Cycling,Sauna
Vegan,Economy,2500,Tennis,Sauna
Pescatarian,Standard,10000,Swimming,Gym
Pescatarian,Suite,12500,Golf,Sauna
Vegan,Standard,10000,Yoga,Hot Tub
Gluten-Free,Suite,12500,Swimming,Hot Tub
Gluten-Free,Standard,10000,Yoga,Spa
Vegan,Deluxe,5000,Swimming,Spa
Vegetarian,Standard,10000,Golf,Sauna
Keto,Economy,2500,Cycling,Massage
Vegan,Standard,10000,Golf,Hot Tub
Vegetarian,Standard,10000,Yoga,Spa
Keto,Economy,2500,Yoga,Gym
Keto,Deluxe,5000,Yoga,Gym
Vegan,Suite,12500,Yoga,Sauna
Gluten-Free,Standard,10000,Yoga,Massage
Non-Vegetarian,Economy,2500,Swimming,Spa
Gluten-Free,Standard,10000,Swimming,Massage
Vegetarian,Standard,10000,Golf,Spa
Keto,Standard,10000,Yoga,Hot Tub
Vegan,Economy,2500,Yoga,Massage
Non-Vegetarian,Deluxe,5000,Cycling,Massage
Vegetarian,Suite,12500,Swimming,Hot Tub
Vegan,Suite,12500,Cycling,Sauna
Non-Vegetarian,Standard,10000,Yoga,Gym
Non-Vegetarian,Deluxe,5000,Cycling,Spa
Vegetarian,Standard,10000,Tennis,Spa
Vegan,Economy,2500,Swimming,Gym
Keto,Economy,2500,Cycling,Sauna
Gluten-Free,Economy,2500,Cycling,Spa
Vegan,Deluxe,5000,Yoga,Massage
Keto,Economy,2500,Golf,Sauna
Gluten-Free,Suite,12500,Tennis,Sauna
Vegan,Standard,10000,Cycling,Sauna
Pescatarian,Deluxe,5000,Swimming,Hot Tub
Gluten-Free,Economy,2500,Golf,Spa
Keto,Suite,12500,Tennis,Hot Tub
Pescatarian,Economy,2500,Tennis,Sauna
Vegetarian,Suite,12500,Golf,Massage
Non-Vegetarian,Deluxe,5000,Yoga,Spa
Vegan,Deluxe,5000,Golf,Gym
Non-Vegetarian,Standard,10000,Yoga,Hot Tub
Pescatarian,Economy,2500,Cycling,Gym
Vegan,Suite,12500,Tennis,Massage
Gluten-Free,Standard,10000,Tennis,Sauna
Keto,Suite,12500,Tennis,Spa
Gluten-Free,Standard,10000,Cycling,Spa
Vegetarian,Suite,12500,Tennis,Gym
Vegetarian,Deluxe,5000,Yoga,Spa
Gluten-Free,Suite,12500,Tennis,Sauna
Vegetarian,Standard,10000,Tennis,Massage
Gluten-Free,Deluxe,5000,Yoga,Gym
Vegan,Deluxe,5000,Golf,Hot Tub
Non-Vegetarian,Deluxe,5000,Tennis,Gym
Pescatarian,Standard,10000,Cycling,Gym
Vegetarian,Suite,12500,Cycling,Hot Tub
Pescatarian,Economy,2500,Golf,Massage
Non-Vegetarian,Economy,2500,Yoga,Massage
Keto,Suite,12500,Tennis,Sauna
Keto,Suite,12500,Swimming,Sauna
Keto,Deluxe,5000,Tennis,Spa
Vegetarian,Standard,10000,Golf,Gym
Gluten-Free,Economy,2500,Cycling,Sauna
Keto,Economy,2500,Yoga,Hot Tub
Vegan,Suite,12500,Cycling,Massage
Pescatarian,Economy,2500,Tennis,Gym
Keto,Economy,2500,Yoga,Spa
Vegan,Suite,12500,Tennis,Gym
Pescatarian,Standard,10000,Yoga,Spa
Gluten-Free,Suite,12500,Cycling,Sauna
Keto,Economy,2500,Yoga,Spa
Pescatarian,Deluxe,5000,Cycling,Massage
Non-Vegetarian,Economy,2500,Tennis,Gym
Non-Vegetarian,Economy,2500,Tennis,Hot Tub
Vegan,Standard,10000,Cycling,Sauna
Pescatarian,Economy,2500,Swimming,Massage
Keto,Suite,12500,Yoga,Sauna
Non-Vegetarian,Suite,12500,Golf,Hot Tub
Keto,Standard,10000,Yoga,Sauna
Non-Vegetarian,Deluxe,5000,Cycling,Massage
Pescatarian,Suite,12500,Tennis,Spa
Non-Vegetarian,Suite,12500,Tennis,Hot Tub
Vegetarian,Deluxe,5000,Swimming,Spa
Pescatarian,Deluxe,5000,Yoga,Massage
Vegetarian,Deluxe,5000,Golf,Hot Tub
Keto,Suite,12500,Golf,Gym
Keto,Suite,12500,Tennis,Spa
Keto,Suite,12500,Golf,Spa
Non-Vegetarian,Standard,10000,Yoga,Gym
Pescatarian,Standard,10000,Swimming,Sauna
Gluten-Free,Economy,2500,Tennis,Spa
Keto,Suite,12500,Swimming,Gym
Vegan,Deluxe,5000,Cycling,Massage
Gluten-Free,Deluxe,5000,Swimming,Gym
Vegetarian,Standard,10000,Tennis,Hot Tub
Vegetarian,Standard,10000,Yoga,Sauna
Keto,Suite,12500,Swimming,Hot Tub
Non-Vegetarian,Standard,10000,Swimming,Hot Tub
Pescatarian,Standard,10000,Swimming,Massage
Pescatarian,Deluxe,5000,Yoga,Massage
Gluten-Free,Deluxe,5000,Golf,Massage
Vegan,Standard,10000,Tennis,Hot Tub
Non-Vegetarian,Suite,12500,Cycling,Massage
Pescatarian,Deluxe,5000,Swimming,Hot Tub
Vegetarian,Standard,10000,Golf,Sauna
Non-Vegetarian,Deluxe,5000,Swimming,Massage
Non-Vegetarian,Deluxe,5000,Tennis,Gym
Vegetarian,Suite,12500,Tennis,Gym
Vegan,Deluxe,5000,Cycling,Spa
Pescatarian,Deluxe,5000,Swimming,Sauna
Pescatarian,Suite,12500,Swimming,Sauna
Non-Vegetarian,Economy,2500,Cycling,Sauna
Vegetarian,Deluxe,5000,Cycling,Sauna
Vegetarian,Economy,2500,Yoga,Spa
Pescatarian,Standard,10000,Swimming,Spa
Gluten-Free,Economy,2500,Tennis,Hot Tub
Vegetarian,Standard,10000,Tennis,Massage
Non-Vegetarian,Deluxe,5000,Swimming,Hot Tub
Non-Vegetarian,Deluxe,5000,Golf,Sauna
Keto,Economy,2500,Cycling,Sauna
Keto,Suite,12500,Tennis,Sauna
Gluten-Free,Deluxe,5000,Yoga,Hot Tub
Pescatarian,Suite,12500,Swimming,Massage
Non-Vegetarian,Suite,12500,Cycling,Gym
Keto,Suite,12500,Cycling,Massage
Vegan,Economy,2500,Golf,Sauna
Pescatarian,Deluxe,5000,Tennis,Gym
Vegan,Suite,12500,Tennis,Gym
Pescatarian,Economy,2500,Yoga,Spa
Vegan,Standard,10000,Yoga,Sauna
Keto,Suite,12500,Swimming,Sauna
Vegetarian,Suite,12500,Cycling,Gym
Vegan,Standard,10000,Golf,Spa
Gluten-Free,Economy,2500,Yoga,Massage
Vegan,Suite,12500,Cycling,Massage
Non-Vegetarian,Standard,10000,Cycling,Hot Tub
Vegetarian,Economy,2500,Golf,Gym
Gluten-Free,Suite,12500,Golf,Spa
Gluten-Free,Deluxe,5000,Tennis,Spa
Pescatarian,Deluxe,5000,Tennis,Gym
Vegetarian,Economy,2500,Swimming,Gym
Pescatarian,Economy,2500,Yoga,Sauna
Gluten-Free,Suite,12500,Golf,Gym
Pescatarian,Standard,10000,Swimming,Massage
Gluten-Free,Standard,10000,Tennis,Gym
Keto,Deluxe,5000,Yoga,Sauna
Gluten-Free,Suite,12500,Golf,Massage
Non-Vegetarian,Standard,10000,Yoga,Gym
Vegetarian,Standard,10000,Swimming,Hot Tub
Vegan,Suite,12500,Tennis,Massage
Non-Vegetarian,Standard,10000,Cycling,Sauna
Gluten-Free,Standard,10000,Yoga,Hot Tub
Pescatarian,Economy,2500,Golf,Gym
Vegan,Economy,2500,Swimming,Hot Tub
Pescatarian,Deluxe,5000,Yoga,Spa
Vegan,Standard,10000,Cycling,Massage
Gluten-Free,Suite,12500,Golf,Gym
Non-Vegetarian,Deluxe,5000,Yoga,Sauna
Gluten-Free,Standard,10000,Cycling,Spa
Vegetarian,Deluxe,5000,Tennis,Massage
Keto,Deluxe,5000,Tennis,Hot Tub
Gluten-Free,Standard,10000,Cycling,Spa
Keto,Economy,2500,Cycling,Hot Tub
Vegan,Deluxe,5000,Cycling,Spa
Gluten-Free,Deluxe,5000,Cycling,Gym
Non-Vegetarian,Standard,10000,Swimming,Sauna
Pescatarian,Economy,2500,Yoga,Gym
Non-Vegetarian,Economy,2500,Cycling,Sauna
Vegan,Suite,12500,Golf,Massage
Non-Vegetarian,Suite,12500,Golf,Massage
Vegan,Deluxe,5000,Cycling,Sauna
Keto,Economy,2500,Tennis,Spa
Vegan,Deluxe,5000,Cycling,Sauna
Vegetarian,Suite,12500,Swimming,Hot Tub
Keto,Standard,10000,Cycling,Massage
Vegan,Deluxe,5000,Golf,Massage
Gluten-Free,Deluxe,5000,Tennis,Spa
Pescatarian,Deluxe,5000,Cycling,Gym
Vegetarian,Suite,12500,Cycling,Spa
Vegetarian,Standard,10000,Swimming,Massage
Vegan,Deluxe,5000,Swimming,Sauna
Keto,Economy,2500,Cycling,Spa
Vegetarian,Standard,10000,Golf,Gym
Non-Vegetarian,Suite,12500,Yoga,Gym
Vegetarian,Standard,10000,Swimming,Sauna
Vegetarian,Suite,12500,Golf,Spa
Non-Vegetarian,Suite,12500,Golf,Spa
Non-Vegetarian,Economy,2500,Swimming,Gym
Vegan,Economy,2500,Swimming,Hot Tub
Vegan,Suite,12500,Tennis,Gym
Gluten-Free,Standard,10000,Yoga,Gym
Pescatarian,Suite,12500,Tennis,Spa
Gluten-Free,Suite,12500,Swimming,Gym
Vegan,Suite,12500,Golf,Hot Tub
Keto,Economy,2500,Cycling,Hot Tub
Keto,Suite,12500,Tennis,Spa
Keto,Deluxe,5000,Cycling,Hot Tub
Non-Vegetarian,Standard,10000,Golf,Spa
Pescatarian,Economy,2500,Cycling,Gym
Gluten-Free,Deluxe,5000,Yoga,Sauna
Pescatarian,Standard,10000,Cycling,Hot Tub
Non-Vegetarian,Standard,10000,Cycling,Gym
Pescatarian,Deluxe,5000,Golf,Spa
Vegan,Suite,12500,Cycling,Gym
Pescatarian,Suite,12500,Swimming,Gym
Gluten-Free,Suite,12500,Yoga,Sauna
Keto,Deluxe,5000,Tennis,Spa
Vegetarian,Deluxe,5000,Yoga,Spa
Vegetarian,Deluxe,5000,Yoga,Massage
Pescatarian,Standard,10000,Swimming,Massage
Pescatarian,Suite,12500,Tennis,Massage
Vegetarian,Suite,12500,Yoga,Sauna
Keto,Standard,10000,Swimming,Sauna
Pescatarian,Deluxe,5000,Yoga,Spa
Vegan,Suite,12500,Swimming,Massage
Non-Vegetarian,Deluxe,5000,Tennis,Spa
Vegetarian,Deluxe,5000,Cycling,Gym
Vegan,Suite,12500,Tennis,Gym
Gluten-Free,Deluxe,5000,Swimming,Hot Tub
Vegetarian,Standard,10000,Yoga,Sauna
Gluten-Free,Suite,12500,Yoga,Spa
Pescatarian,Deluxe,5000,Golf,Gym
Keto,Deluxe,5000,Golf,Gym
Pescatarian,Deluxe,5000,Yoga,Hot Tub
Pescatarian,Standard,10000,Cycling,Massage
Vegetarian,Deluxe,5000,Yoga,Gym
Vegetarian,Economy,2500,Golf,Spa
Gluten-Free,Economy,2500,Cycling,Hot Tub
Pescatarian,Economy,2500,Golf,Spa
Vegan,Economy,2500,Cycling,Sauna
Pescatarian,Deluxe,5000,Cycling,Gym
Keto,Standard,10000,Swimming,Sauna
Non-Vegetarian,Standard,10000,Tennis,Sauna
Non-Vegetarian,Suite,12500,Tennis,Sauna
Pescatarian,Standard,10000,Golf,Massage
Pescatarian,Suite,12500,Tennis,Massage
Non-Vegetarian,Suite,12500,Swimming,Hot Tub
Gluten-Free,Deluxe,5000,Yoga,Spa
Pescatarian,Deluxe,5000,Cycling,Massage
Vegan,Deluxe,5000,Swimming,Sauna
Pescatarian,Deluxe,5000,Swimming,Gym
Vegetarian,Standard,10000,Cycling,Sauna
Non-Vegetarian,Deluxe,5000,Yoga,Spa
Vegetarian,Suite,12500,Yoga,Hot Tub
Vegan,Suite,12500,Tennis,Massage
Vegan,Economy,2500,Tennis,Massage
Keto,Economy,2500,Golf,Sauna
Vegan,Suite,12500,Tennis,Sauna
Keto,Deluxe,5000,Golf,Spa
Pescatarian,Suite,12500,Tennis,Spa
Vegetarian,Deluxe,5000,Golf,Spa
Vegan,Suite,12500,Yoga,Massage
Keto,Suite,12500,Cycling,Massage
Non-Vegetarian,Economy,2500,Golf,Hot Tub
Non-Vegetarian,Economy,2500,Cycling,Hot Tub
Non-Vegetarian,Deluxe,5000,Cycling,Spa
Vegan,Suite,12500,Cycling,Sauna
Keto,Economy,2500,Cycling,Spa
Gluten-Free,Standard,10000,Cycling,Spa
Vegetarian,Suite,12500,Tennis,Spa
Non-Vegetarian,Suite,12500,Cycling,Hot Tub
Vegan,Suite,12500,Tennis,Hot Tub
Non-Vegetarian,Standard,10000,Cycling,Spa
Vegetarian,Economy,2500,Tennis,Sauna
Non-Vegetarian,Economy,2500,Cycling,Gym
Pescatarian,Economy,2500,Tennis,Sauna
Non-Vegetarian,Standard,10000,Golf,Sauna
Non-Vegetarian,Standard,10000,Tennis,Spa
Vegan,Suite,12500,Swimming,Sauna
Non-Vegetarian,Standard,10000,Cycling,Massage
Gluten-Free,Economy,2500,Cycling,Hot Tub
Keto,Deluxe,5000,Tennis,Spa
Gluten-Free,Standard,10000,Tennis,Massage
Pescatarian,Suite,12500,Swimming,Hot Tub
Pescatarian,Suite,12500,Swimming,Massage
Keto,Standard,10000,Tennis,Gym
Non-Vegetarian,Standard,10000,Cycling,Spa
Pescatarian,Economy,2500,Tennis,Spa
Keto,Suite,12500,Golf,Sauna
Pescatarian,Suite,12500,Cycling,Spa
Vegetarian,Suite,12500,Tennis,Spa
Pescatarian,Economy,2500,Cycling,Gym
Vegan,Economy,2500,Swimming,Sauna
Gluten-Free,Economy,2500,Golf,Hot Tub
Vegetarian,Deluxe,5000,Tennis,Gym
Keto,Standard,10000,Tennis,Massage
Non-Vegetarian,Standard,10000,Yoga,Spa
Gluten-Free,Standard,10000,Cycling,Massage
Vegetarian,Economy,2500,Cycling,Hot Tub
Vegetarian,Suite,12500,Cycling,Gym
Gluten-Free,Standard,10000,Swimming,Massage
Pescatarian,Suite,12500,Tennis,Spa
Vegan,Standard,10000,Golf,Massage
Vegan,Deluxe,5000,Golf,Sauna
Vegetarian,Standard,10000,Swimming,Hot Tub
Vegan,Deluxe,5000,Tennis,Massage
Pescatarian,Suite,12500,Tennis,Spa
Vegetarian,Economy,2500,Golf,Hot Tub
Gluten-Free,Standard,10000,Yoga,Sauna
Vegetarian,Economy,2500,Yoga,Gym
Gluten-Free,Standard,10000,Tennis,Hot Tub
Pescatarian,Economy,2500,Swimming,Spa
Pescatarian,Suite,12500,Tennis,Massage
Keto,Suite,12500,Yoga,Gym
Vegetarian,Deluxe,5000,Tennis,Massage
Vegetarian,Deluxe,5000,Swimming,Massage
Keto,Suite,12500,Cycling,Sauna
Non-Vegetarian,Economy,2500,Cycling,Sauna
Vegan,Suite,12500,Swimming,Sauna
Gluten-Free,Deluxe,5000,Tennis,Gym
Non-Vegetarian,Deluxe,5000,Golf,Hot Tub
Non-Vegetarian,Suite,12500,Tennis,Hot Tub
Vegetarian,Suite,12500,Golf,Massage
Non-Vegetarian,Standard,10000,Tennis,Massage
Vegan,Standard,10000,Golf,Spa
Pescatarian,Deluxe,5000,Cycling,Massage
Keto,Suite,12500,Tennis,Massage
Gluten-Free,Economy,2500,Tennis,Massage
Pescatarian,Deluxe,5000,Tennis,Hot Tub
Gluten-Free,Economy,2500,Tennis,Spa
Non-Vegetarian,Economy,2500,Golf,Spa
Pescatarian,Standard,10000,Golf,Hot Tub
Gluten-Free,Deluxe,5000,Yoga,Spa
Pescatarian,Suite,12500,Swimming,Sauna
Vegan,Economy,2500,Tennis,Massage
Non-Vegetarian,Standard,10000,Golf,Massage
Vegan,Standard,10000,Golf,Spa
Gluten-Free,Suite,12500,Yoga,Gym
Pescatarian,Standard,10000,Tennis,Spa
Non-Vegetarian,Suite,12500,Swimming,Gym
Gluten-Free,Economy,2500,Tennis,Sauna
Vegetarian,Suite,12500,Cycling,Massage
Vegan,Suite,12500,Cycling,Spa
Pescatarian,Standard,10000,Yoga,Massage
Keto,Suite,12500,Yoga,Gym
Gluten-Free,Deluxe,5000,Tennis,Sauna
Gluten-Free,Standard,10000,Golf,Gym
Pescatarian,Suite,12500,Golf,Gym
Keto,Suite,12500,Yoga,Gym
Vegetarian,Suite,12500,Golf,Gym
Gluten-Free,Economy,2500,Tennis,Gym
Gluten-Free,Deluxe,5000,Yoga,Spa
Gluten-Free,Standard,10000,Cycling,Massage
Vegetarian,Suite,12500,Golf,Hot Tub
Vegetarian,Deluxe,5000,Swimming,Gym
Keto,Deluxe,5000,Cycling,Spa
Non-Vegetarian,Standard,10000,Tennis,Spa
Gluten-Free,Suite,12500,Tennis,Hot Tub
Vegetarian,Economy,2500,Cycling,Massage
Pescatarian,Deluxe,5000,Cycling,Massage
Gluten-Free,Deluxe,5000,Yoga,Massage
Vegan,Suite,12500,Swimming,Hot Tub
Pescatarian,Economy,2500,Yoga,Hot Tub
Keto,Suite,12500,Golf,Spa
Keto,Deluxe,5000,Tennis,Massage
Gluten-Free,Economy,2500,Swimming,Massage
Vegan,Suite,12500,Yoga,Hot Tub
Vegetarian,Economy,2500,Cycling,Gym
Non-Vegetarian,Economy,2500,Tennis,Spa
Keto,Suite,12500,Tennis,Massage
Keto,Suite,12500,Swimming,Sauna
Vegetarian,Economy,2500,Cycling,Massage
Pescatarian,Deluxe,5000,Swimming,Sauna
Vegetarian,Suite,12500,Golf,Hot Tub
Gluten-Free,Suite,12500,Golf,Gym
Gluten-Free,Economy,2500,Swimming,Sauna
Vegan,Standard,10000,Yoga,Hot Tub
Keto,Deluxe,5000,Golf,Hot Tub
Keto,Economy,2500,Cycling,Spa
Non-Vegetarian,Suite,12500,Yoga,Sauna
Vegan,Deluxe,5000,Golf,Spa
Gluten-Free,Deluxe,5000,Swimming,Hot Tub
Pescatarian,Economy,2500,Cycling,Gym
Gluten-Free,Suite,12500,Cycling,Sauna
Pescatarian,Deluxe,5000,Swimming,Sauna
Gluten-Free,Standard,10000,Swimming,Spa
Vegan,Economy,2500,Golf,Spa
Gluten-Free,Deluxe,5000,Swimming,Gym
Non-Vegetarian,Standard,10000,Golf,Sauna
Non-Vegetarian,Suite,12500,Cycling,Gym
Non-Vegetarian,Deluxe,5000,Cycling,Hot Tub
Keto,Standard,10000,Yoga,Sauna
